Time,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,label
41.286,1.65,1.14,1.02,1.0,0.31,-0.49,-0.54,-1.14,rest
41.29600000000001,2.61,2.49,2.51,2.67,2.19,1.66,1.7,1.4,rest
41.306000000000004,0.8,0.86,0.89,0.92,0.68,0.5,0.55,0.6,rest
41.315,-0.75,-0.68,-0.71,-0.87,-1.01,-0.91,-0.91,-0.77,rest
41.325,-0.67,-0.68,-0.72,-0.83,-0.9,-0.69,-0.71,-0.63,rest
41.335,-1.75,-1.96,-1.9,-1.9,-2.13,-2.1,-2.23,-2.32,rest
41.345,-1.42,-1.49,-1.23,-1.11,-1.55,-1.4,-1.56,-1.75,rest
41.355,0.51,0.63,0.95,1.18,0.72,1.15,0.99,0.94,rest
41.36600000000001,1.14,1.13,1.39,1.75,1.15,1.46,1.13,1.14,rest
41.376000000000005,1.04,1.02,1.21,1.69,1.12,1.27,0.87,0.87,rest
41.386,-0.22,-0.15,-0.14,0.09,0.3,0.33,0.19,0.33,rest
41.398,-1.53,-1.32,-1.56,-1.89,-0.52,-0.48,-0.21,0.21,rest
41.411,-1.07,-0.71,-1.11,-1.8,0.27,0.5,1.03,1.75,rest
41.423,0.07,0.37,-0.09,-0.84,1.16,1.47,1.91,2.75,rest
41.43600000000001,1.8,2.1,1.51,0.93,2.74,3.07,3.3,4.21,rest
41.448,1.77,1.92,1.29,0.88,2.53,2.61,2.74,3.62,rest
41.461000000000006,-0.41,-0.7,-0.93,-1.18,-0.46,-0.78,-0.82,-0.54,rest
41.471000000000004,0.21,-0.13,0.23,0.43,-0.33,-0.54,-0.68,-1.26,rest
41.481,1.84,1.65,2.31,2.94,1.24,1.31,1.22,0.26,rest
41.49100000000001,0.86,0.81,1.43,2.15,0.21,0.28,0.24,-0.68,rest
41.501000000000005,-0.52,-0.32,0.18,0.86,-1.13,-1.15,-1.27,-2.03,rest
41.511,-1.6,-1.5,-1.15,-0.72,-2.41,-2.69,-3.02,-3.55,rest
41.521,-1.69,-1.92,-1.83,-1.86,-2.54,-2.96,-3.33,-3.53,rest
41.531000000000006,-0.12,-0.44,-0.64,-1.03,-0.34,-0.5,-0.53,-0.36,rest
41.541000000000004,0.93,0.79,0.4,-0.07,1.38,1.58,1.94,2.34,rest
41.551,0.43,0.62,0.16,-0.2,1.25,1.64,2.18,2.7,rest
41.56100000000001,-1.45,-1.08,-1.62,-2.01,-0.49,-0.23,0.26,1.02,rest
41.571000000000005,-3.01,-2.74,-3.36,-3.95,-2.46,-2.5,-2.28,-1.46,rest
41.581,-2.43,-2.43,-2.89,-3.31,-2.8,-3.06,-3.27,-2.96,rest
41.591,-1.15,-1.45,-1.35,-1.19,-2.2,-2.61,-3.13,-3.57,rest
41.601000000000006,-0.05,-0.37,0.28,1.01,-0.92,-1.22,-1.65,-2.48,rest
41.61,1.29,1.26,2.09,3.11,1.19,1.24,1.1,0.42,rest
41.62,2.01,2.2,3.03,4.04,2.28,2.61,2.51,1.98,rest
41.63,1.43,1.59,2.24,2.93,1.32,1.59,1.3,0.72,rest
41.64,0.07,-0.01,0.26,0.42,-0.45,-0.48,-0.85,-1.3,rest
41.65,-0.5,-0.75,-0.85,-1.18,-0.82,-1.1,-1.22,-1.23,rest
41.66,0.39,0.21,-0.04,-0.48,0.82,0.61,0.92,1.36,rest
41.67,2.21,2.3,2.1,1.78,3.45,3.57,4.2,4.94,rest
41.68,4.13,4.48,4.2,3.71,5.62,6.02,6.71,7.61,rest
41.69,3.63,3.92,3.4,2.6,4.59,4.92,5.38,6.17,rest
41.7,0.05,-0.01,-0.48,-1.14,0.14,0.21,0.32,0.61,rest
41.71,-2.94,-3.22,-3.51,-3.63,-3.62,-3.65,-3.77,-4.06,rest
41.72,-3.1,-3.3,-3.54,-3.3,-4.11,-4.15,-4.38,-4.95,rest
41.73,-1.61,-1.47,-1.75,-1.61,-2.33,-2.4,-2.66,-3.09,rest
41.74,-0.01,0.43,0.06,-0.26,-0.32,-0.45,-0.66,-0.74,rest
41.75,0.5,0.86,0.51,-0.05,0.25,0.11,-0.11,0.09,rest
41.761,-0.23,-0.16,-0.29,-0.56,-0.6,-0.64,-0.88,-0.69,rest
41.771,-1.24,-1.49,-1.25,-0.91,-1.62,-1.61,-1.84,-1.84,rest
41.782,-1.29,-1.7,-1.09,-0.38,-1.41,-1.44,-1.57,-1.72,rest
41.792,0.19,-0.05,0.58,1.23,0.52,0.59,0.62,0.56,rest
41.803000000000004,1.09,0.96,1.35,1.82,1.52,1.7,1.86,2.01,rest
41.81399999999999,0.19,0.0,0.18,0.53,0.28,0.36,0.53,0.67,rest
41.824,-0.66,-0.78,-0.74,-0.53,-0.8,-0.9,-0.77,-0.87,rest
41.835,-0.92,-0.93,-0.81,-0.72,-0.88,-1.06,-0.95,-1.27,rest
41.845,-0.18,-0.0,0.24,0.33,0.27,0.18,0.31,-0.01,rest
41.856,1.06,1.4,1.61,1.68,1.74,1.72,1.85,1.71,rest
41.86600000000001,0.26,0.55,0.64,0.54,0.72,0.7,0.78,0.75,rest
41.876999999999995,-1.57,-1.52,-1.52,-1.88,-1.61,-1.61,-1.57,-1.62,rest
41.887,-2.01,-2.25,-2.27,-2.83,-2.52,-2.57,-2.64,-2.64,rest
41.898,-0.78,-1.12,-1.17,-1.64,-1.43,-1.55,-1.79,-1.71,rest
41.908,1.06,0.93,0.74,0.61,0.8,0.72,0.42,0.58,rest
41.919,2.27,2.44,2.05,2.21,2.55,2.61,2.44,2.54,rest
41.928999999999995,2.76,3.1,2.57,2.76,3.08,3.25,3.26,3.19,rest
41.94,2.02,2.25,1.79,1.78,2.0,2.12,2.23,2.12,rest
41.95,0.07,0.03,-0.08,-0.17,0.04,0.09,0.29,0.38,rest
41.96,-1.07,-1.23,-1.03,-0.91,-0.78,-0.68,-0.45,-0.22,rest
41.971000000000004,-0.2,-0.16,0.07,0.37,0.24,0.45,0.55,0.76,rest
41.981,1.58,1.91,1.92,2.11,1.75,1.98,1.98,2.15,rest
41.99100000000001,2.14,2.43,2.22,2.15,1.86,1.91,1.92,2.08,rest
42.001999999999995,0.65,0.51,0.31,0.07,0.11,-0.11,-0.14,0.04,rest
42.012,-1.51,-2.0,-2.04,-2.29,-2.04,-2.4,-2.53,-2.41,rest
42.022,-2.37,-2.76,-2.66,-2.79,-2.64,-2.89,-3.0,-3.03,rest
42.032,-1.93,-2.03,-1.86,-1.93,-2.03,-2.08,-2.08,-2.24,rest
42.043,-1.24,-1.2,-1.14,-1.27,-1.47,-1.44,-1.41,-1.62,rest
42.053000000000004,-1.11,-1.09,-1.16,-1.34,-1.49,-1.41,-1.33,-1.56,rest
42.063,-1.87,-1.96,-1.99,-2.1,-2.26,-2.18,-2.06,-2.35,rest
42.074,-2.06,-2.2,-2.01,-1.95,-2.11,-2.14,-2.06,-2.44,rest
42.083999999999996,-1.07,-1.12,-0.72,-0.44,-0.55,-0.58,-0.66,-0.97,rest
42.095,0.54,0.71,1.09,1.54,1.37,1.5,1.26,1.17,rest
42.105,2.46,2.82,3.16,3.72,3.4,3.72,3.45,3.57,rest
42.11600000000001,2.71,3.02,3.41,3.95,3.57,3.85,3.52,3.72,rest
42.126000000000005,0.76,0.83,1.18,1.49,1.25,1.19,0.81,0.92,rest
42.137,-0.99,-1.12,-1.07,-1.16,-1.03,-1.35,-1.51,-1.56,rest
42.148,-1.04,-1.22,-1.65,-2.12,-1.61,-1.9,-1.64,-1.69,rest
42.158,0.77,0.73,-0.04,-0.62,0.01,-0.03,0.55,0.67,rest
42.169,2.87,2.99,2.14,1.65,2.15,2.32,2.97,3.3,rest
42.18,2.94,2.98,2.1,1.51,2.0,2.03,2.7,3.14,rest
42.19,1.42,1.28,0.46,-0.24,0.31,0.03,0.6,0.93,rest
42.201,0.16,-0.06,-0.38,-0.75,-0.49,-0.83,-0.76,-0.67,rest
42.211000000000006,-0.61,-0.72,-0.12,0.17,-0.09,-0.16,-0.71,-0.71,rest
42.222,-0.72,-0.58,0.66,1.54,0.96,1.2,0.48,0.53,rest
42.232,0.0,0.37,1.56,2.75,2.07,2.51,1.93,1.95,rest
42.243,0.23,0.61,1.59,2.78,2.08,2.53,1.9,1.83,rest
42.253,-0.6,-0.45,0.41,1.23,0.63,0.87,0.13,-0.03,rest
42.263999999999996,-1.57,-1.73,-1.28,-1.18,-1.42,-1.5,-1.98,-2.17,rest
42.273999999999994,-2.16,-2.48,-2.72,-3.31,-3.12,-3.43,-3.29,-3.46,rest
42.285,-1.87,-2.08,-2.93,-3.74,-3.31,-3.58,-2.84,-3.03,rest
42.295,-1.4,-1.42,-2.6,-3.29,-2.87,-2.97,-1.99,-2.27,rest
42.306000000000004,-1.96,-2.03,-3.51,-4.34,-3.96,-4.09,-3.14,-3.66,rest
42.316,-2.63,-2.9,-4.42,-5.56,-5.13,-5.39,-4.61,-5.26,rest
42.327,-2.21,-2.56,-3.4,-4.37,-3.97,-4.23,-3.78,-4.1,rest
42.336999999999996,0.03,-0.13,-0.02,-0.21,-0.16,-0.15,-0.17,0.02,rest
42.347,3.51,3.69,4.29,4.85,4.55,4.92,4.56,5.01,rest
42.357,4.94,5.32,5.94,6.64,6.32,6.77,6.38,6.82,rest
42.368,3.63,4.0,4.57,5.01,4.97,5.21,4.88,5.26,rest
42.378,1.43,1.55,2.12,2.38,2.53,2.56,2.1,2.55,rest
42.388000000000005,-0.47,-0.75,-0.19,-0.02,0.01,-0.16,-0.77,-0.35,rest
42.398,-0.38,-0.64,0.01,0.35,0.09,-0.14,-0.73,-0.55,rest
42.408,0.38,0.48,1.28,1.87,1.53,1.47,1.0,1.04,rest
42.418,-0.72,-0.44,0.38,1.05,0.81,0.97,0.61,0.62,rest
42.428000000000004,-1.94,-1.59,-0.85,-0.05,-0.27,0.06,-0.32,-0.29,rest
42.438,-1.76,-1.44,-0.95,-0.19,-0.47,-0.19,-0.61,-0.51,rest
42.448,-0.52,-0.5,-0.55,-0.36,-0.56,-0.62,-0.8,-0.78,rest
42.46,1.36,1.08,0.41,-0.17,-0.12,-0.5,-0.09,-0.34,rest
42.471000000000004,2.26,1.92,0.91,-0.1,0.21,-0.21,0.77,0.28,rest
42.483000000000004,1.68,1.48,0.45,-0.49,-0.04,-0.26,0.97,0.43,rest
42.494,1.26,1.2,-0.01,-0.77,-0.32,-0.35,1.02,0.55,rest
42.506,1.21,1.13,-0.2,-0.92,-0.54,-0.6,0.67,0.34,rest
42.516999999999996,-0.05,-0.14,-0.93,-1.42,-1.16,-1.27,-0.76,-0.8,rest
42.528,-2.95,-3.02,-2.9,-2.95,-2.86,-2.85,-3.33,-3.08,rest
42.538000000000004,-4.69,-4.67,-3.95,-3.68,-3.74,-3.62,-4.54,-4.24,rest
42.549,-2.44,-2.21,-1.47,-1.04,-1.22,-1.0,-1.79,-1.48,rest
42.56,0.77,1.02,1.45,1.82,1.66,2.03,1.43,1.91,rest
42.57,0.56,0.57,0.79,1.0,0.92,1.3,0.8,1.25,rest
42.581,-1.49,-1.63,-1.48,-1.33,-1.45,-1.29,-1.67,-1.61,rest
42.591,-1.52,-1.61,-1.41,-1.21,-1.43,-1.56,-1.86,-2.12,rest
42.601000000000006,0.79,0.94,1.28,1.62,1.35,1.16,0.98,0.69,rest
42.611999999999995,2.4,2.73,3.1,3.47,3.26,3.2,3.3,3.19,rest
42.622,1.98,2.14,2.32,2.47,2.39,2.3,2.62,2.64,rest
42.632,1.17,0.91,0.81,0.7,0.63,0.31,0.49,0.51,rest
42.643,0.55,0.01,-0.24,-0.54,-0.66,-1.08,-1.25,-1.31,rest
42.653,0.22,-0.21,-0.33,-0.67,-0.74,-0.93,-1.23,-1.37,rest
42.663000000000004,0.77,0.62,0.76,0.59,0.66,0.84,0.69,0.56,rest
42.673,1.39,1.45,1.69,1.69,2.0,2.33,2.52,2.4,rest
42.683,0.23,0.51,0.56,0.61,1.06,1.31,1.82,1.69,rest
42.693000000000005,-2.12,-1.71,-1.81,-1.84,-1.51,-1.35,-0.85,-0.85,rest
42.703,-2.78,-2.49,-2.56,-2.58,-2.47,-2.36,-2.16,-1.93,rest
42.713,-1.71,-1.62,-1.63,-1.46,-1.5,-1.5,-1.61,-1.3,rest
42.723,-0.55,-0.47,-0.51,-0.2,-0.32,-0.38,-0.54,-0.36,rest
42.733000000000004,0.7,0.88,0.73,0.94,0.85,0.88,0.93,0.98,rest
42.743,2.06,2.13,1.98,1.98,1.94,2.03,2.21,2.29,rest
42.753,1.85,1.63,1.54,1.35,1.36,1.35,1.42,1.53,rest
42.763000000000005,-0.35,-0.71,-0.78,-1.09,-1.07,-1.31,-1.44,-1.43,rest
42.775,-1.16,-1.39,-1.45,-1.71,-1.76,-2.03,-2.29,-2.41,rest
42.787,0.41,0.42,0.3,0.27,0.17,0.1,-0.09,-0.22,rest
42.799,1.87,2.06,1.81,1.91,1.73,1.8,1.74,1.68,rest
42.81100000000001,1.82,1.99,1.69,1.7,1.45,1.48,1.47,1.36,rest
42.823,0.69,0.63,0.43,0.3,0.2,0.11,0.19,-0.01,rest
42.835,-0.2,-0.41,-0.39,-0.54,-0.46,-0.52,-0.38,-0.47,rest
42.845,-1.33,-1.46,-1.26,-1.31,-1.29,-1.27,-1.21,-1.15,rest
42.856,-2.27,-2.13,-1.88,-1.78,-1.94,-1.88,-1.9,-1.87,rest
42.86600000000001,-1.52,-1.2,-0.95,-0.71,-0.86,-0.69,-0.59,-0.67,rest
42.876000000000005,-0.7,-0.54,-0.33,-0.1,-0.02,0.16,0.41,0.28,rest
42.887,-0.86,-1.06,-0.9,-0.88,-0.61,-0.62,-0.44,-0.54,rest
42.897,-1.67,-2.15,-2.08,-2.2,-1.88,-2.08,-2.19,-2.21,rest
42.907,-1.44,-1.88,-1.78,-1.81,-1.47,-1.6,-1.9,-1.81,rest
42.917,1.01,1.03,1.26,1.39,1.68,1.86,1.7,1.96,rest
42.927,1.92,2.26,2.41,2.53,2.65,2.91,2.96,3.21,rest
42.937,0.64,0.93,0.84,0.86,0.81,0.84,0.97,1.06,rest
42.946999999999996,0.71,0.88,0.66,0.62,0.57,0.52,0.64,0.77,rest
42.957,1.24,1.29,1.16,0.95,0.97,0.87,0.83,1.03,rest
42.967,0.85,0.87,0.93,0.57,0.5,0.32,-0.0,0.11,rest
42.977,0.31,0.31,0.45,0.26,-0.02,-0.09,-0.57,-0.61,rest
42.986999999999995,0.05,-0.1,-0.05,0.13,-0.27,-0.23,-0.65,-0.83,rest
42.997,0.26,0.13,0.03,0.42,0.05,0.08,-0.15,-0.33,rest
43.007,0.58,0.66,0.49,0.81,0.53,0.52,0.42,0.28,rest
43.016999999999996,1.55,1.72,1.61,1.77,1.67,1.62,1.51,1.36,rest
43.027,2.29,2.37,2.31,2.37,2.46,2.42,2.25,2.11,rest
43.037,0.09,-0.0,-0.04,-0.03,0.09,0.13,-0.06,-0.29,rest
43.047,-3.87,-3.97,-3.93,-3.92,-3.86,-3.73,-3.78,-4.12,rest
43.056999999999995,-5.34,-5.39,-5.33,-5.37,-5.28,-5.14,-4.85,-5.15,rest
43.067,-3.03,-3.04,-3.11,-3.26,-3.03,-3.03,-2.41,-2.47,rest
43.077,-0.57,-0.62,-0.77,-1.04,-0.77,-0.94,-0.14,0.07,rest
43.086999999999996,0.46,0.26,0.12,-0.27,-0.16,-0.37,0.47,0.76,rest
43.097,2.32,2.28,2.06,1.7,1.66,1.56,2.43,2.7,rest
43.107,3.51,3.8,3.37,3.1,3.12,3.17,4.2,4.6,rest
43.117,3.07,3.47,2.85,2.62,2.79,2.96,4.32,4.86,rest
43.126999999999995,3.08,3.34,2.78,2.69,2.85,3.12,4.51,4.97,rest
43.137,1.9,1.82,1.63,1.7,1.68,1.88,2.36,2.47,rest
43.148999999999994,-0.85,-1.17,-0.82,-0.63,-0.8,-0.79,-1.8,-2.09,rest
43.161,-2.03,-2.24,-1.51,-1.2,-1.39,-1.49,-3.43,-3.86,rest
43.174,-1.85,-1.92,-1.09,-0.7,-0.83,-0.94,-3.05,-3.41,rest
43.18600000000001,-2.16,-2.2,-1.26,-0.79,-0.8,-0.93,-3.11,-3.36,rest
43.198,-2.43,-2.49,-1.53,-1.01,-0.91,-1.07,-3.08,-3.16,rest
43.211000000000006,-2.03,-2.14,-1.47,-1.15,-1.04,-1.14,-2.34,-2.25,rest
43.221000000000004,-1.06,-1.16,-0.93,-0.89,-0.86,-0.83,-1.08,-0.89,rest
43.231,-0.13,-0.12,-0.15,-0.26,-0.3,-0.17,0.02,0.2,rest
43.242,0.01,0.1,0.11,0.05,0.03,0.14,0.13,0.27,rest
43.251999999999995,-0.19,-0.06,0.1,0.2,0.25,0.29,-0.05,0.05,rest
43.262,-0.33,-0.27,-0.16,-0.03,0.06,0.02,-0.14,-0.05,rest
43.273,0.09,0.08,-0.18,-0.24,-0.21,-0.24,0.36,0.44,rest
43.281000000000006,1.62,1.64,0.79,0.42,0.29,0.36,2.03,2.02,rest
43.288999999999994,2.5,2.57,1.27,0.69,0.41,0.51,2.77,2.56,rest
43.298,3.05,3.23,1.83,1.26,0.94,0.99,3.19,2.75,rest
43.306000000000004,3.8,4.05,2.42,1.91,1.54,1.5,3.89,3.19,rest
43.31399999999999,2.48,2.53,0.88,0.35,0.02,-0.23,2.2,1.38,rest
43.323,0.81,0.72,0.05,-0.28,-0.27,-0.54,0.7,0.28,rest
43.333999999999996,-0.37,-0.47,0.32,0.47,0.87,0.85,0.11,0.39,rest
43.346000000000004,-2.23,-2.43,-0.86,-0.35,0.17,0.32,-1.83,-1.18,rest
43.358000000000004,-2.22,-2.43,-1.07,-0.44,-0.11,0.03,-2.15,-1.62,rest
43.369,-1.16,-1.3,-0.37,0.2,0.29,0.37,-1.16,-0.86,rest
43.381,-1.83,-1.88,-1.11,-0.75,-0.74,-0.72,-1.89,-1.61,rest
43.393,-3.2,-3.15,-2.55,-2.48,-2.43,-2.49,-3.49,-3.11,rest
43.403,-3.4,-3.35,-2.95,-3.01,-2.9,-3.01,-3.84,-3.51,rest
43.413000000000004,-1.9,-1.85,-1.52,-1.51,-1.48,-1.43,-2.08,-1.94,rest
43.423,0.1,0.1,0.39,0.37,0.28,0.47,0.11,0.13,rest
43.433,1.95,1.91,2.06,1.9,1.83,1.91,1.95,1.9,rest
43.443999999999996,2.76,2.83,2.69,2.48,2.49,2.36,2.75,2.58,rest
43.45399999999999,1.25,1.47,1.06,1.02,0.92,0.8,1.33,1.03,rest
43.464,-0.92,-0.59,-1.06,-0.91,-1.02,-0.95,-0.51,-0.74,rest
43.474,-0.89,-0.66,-1.03,-0.91,-0.85,-0.74,-0.38,-0.48,rest
43.483999999999995,1.61,1.58,1.22,1.2,1.31,1.33,1.77,1.59,rest
43.495,3.64,3.43,3.01,2.91,2.95,2.89,3.43,3.21,rest
43.505,2.81,2.56,2.14,2.13,2.09,1.97,2.46,2.49,rest
43.515,-0.33,-0.57,-0.87,-0.81,-0.94,-1.06,-0.71,-0.37,rest
43.525,-2.51,-2.58,-2.74,-2.76,-2.95,-2.96,-2.77,-2.36,rest
43.535,0.09,0.21,0.19,0.1,-0.08,0.08,0.17,0.45,rest
43.544,4.37,4.57,4.63,4.57,4.47,4.66,4.79,4.89,rest
43.553999999999995,2.73,2.85,2.93,2.87,2.83,2.94,3.07,2.95,rest
43.56399999999999,-4.2,-4.31,-4.25,-4.37,-4.4,-4.4,-4.4,-4.76,rest
43.574,-7.69,-8.01,-7.97,-8.08,-8.09,-8.25,-8.44,-8.96,rest
43.586000000000006,-5.02,-5.31,-5.3,-5.33,-5.3,-5.63,-6.03,-6.59,rest
43.599,-1.63,-1.81,-1.69,-1.77,-1.69,-2.0,-2.48,-2.89,rest
43.611000000000004,0.18,0.08,0.45,0.33,0.42,0.3,0.02,-0.09,rest
43.623999999999995,2.85,2.85,3.34,3.36,3.38,3.4,3.3,3.5,rest
43.636,5.27,5.46,5.74,5.89,5.93,5.98,5.85,6.21,rest
43.648999999999994,4.07,4.39,4.35,4.52,4.66,4.76,4.57,4.96,rest
43.659,1.76,1.98,1.86,2.04,2.24,2.47,2.42,2.8,rest
43.669,1.27,1.4,1.37,1.59,1.73,2.12,2.33,2.66,rest
43.678000000000004,0.66,0.89,0.81,0.97,1.03,1.45,1.71,1.91,rest
43.688,-0.98,-0.66,-0.85,-0.87,-0.82,-0.52,-0.32,-0.34,rest
43.698,-3.16,-2.95,-3.13,-3.24,-3.25,-3.09,-2.92,-3.16,rest
43.708,-3.6,-3.52,-3.58,-3.64,-3.69,-3.66,-3.62,-3.92,rest
43.718,-0.92,-0.93,-0.85,-0.87,-0.87,-0.95,-1.1,-1.19,rest
43.729,1.16,0.99,1.14,1.08,1.15,0.85,0.67,0.71,rest
43.739,0.81,0.52,0.64,0.5,0.51,0.06,-0.06,-0.1,rest
43.748999999999995,-0.54,-0.85,-0.82,-0.98,-1.07,-1.56,-1.65,-1.75,rest
43.75899999999999,-1.78,-2.08,-2.1,-2.17,-2.34,-2.79,-2.87,-2.91,rest
43.77,-1.71,-1.97,-2.05,-2.01,-2.28,-2.58,-2.7,-2.69,rest
43.778999999999996,-0.06,-0.21,-0.34,-0.23,-0.58,-0.65,-0.8,-0.77,rest
43.788999999999994,1.57,1.52,1.46,1.62,1.35,1.46,1.42,1.6,rest
43.799,1.53,1.53,1.55,1.63,1.57,1.71,1.92,2.26,rest
43.809,0.49,0.52,0.43,0.38,0.42,0.59,1.09,1.39,rest
43.818999999999996,-0.4,-0.41,-0.66,-0.75,-0.71,-0.45,0.11,0.22,rest
43.82899999999999,-0.17,-0.33,-0.44,-0.48,-0.39,-0.1,0.09,0.11,rest
43.839,0.29,0.15,0.31,0.37,0.56,0.78,0.52,0.47,rest
43.849,-0.45,-0.2,-0.0,0.06,0.29,0.42,0.05,-0.16,rest
43.858999999999995,0.3,0.94,1.01,1.02,1.26,1.46,1.42,1.13,rest
43.869,3.17,3.82,3.78,3.79,4.06,4.43,4.69,4.44,rest
43.879,4.84,5.26,5.13,5.11,5.34,5.67,5.86,5.67,rest
43.888999999999996,1.91,2.03,1.84,1.76,1.9,1.94,1.88,1.78,rest
43.898999999999994,-4.96,-5.18,-5.24,-5.34,-5.36,-5.67,-5.91,-6.05,rest
43.909,-6.98,-7.43,-7.28,-7.36,-7.48,-8.0,-8.34,-8.55,rest
43.918,-2.76,-3.2,-3.01,-3.09,-3.21,-3.74,-4.0,-4.19,rest
43.928000000000004,-0.59,-0.86,-0.79,-0.95,-1.16,-1.52,-1.53,-1.79,rest
43.938,0.99,0.81,0.81,0.66,0.35,0.2,0.39,0.15,rest
43.948,3.94,3.78,3.86,3.94,3.67,3.57,3.72,3.74,rest
43.961000000000006,2.69,2.6,2.77,3.08,2.97,2.81,2.7,3.08,rest
43.973,-0.39,-0.36,-0.17,0.22,0.27,0.25,0.01,0.64,rest
43.986000000000004,0.49,0.71,0.91,1.21,1.36,1.71,1.67,2.25,rest
43.998000000000005,3.42,3.76,3.95,4.02,4.25,4.91,5.01,5.42,rest
44.011,3.24,3.43,3.53,3.41,3.66,4.34,4.27,4.55,rest
44.023,-1.34,-1.44,-1.52,-1.72,-1.52,-1.25,-1.46,-1.36,rest
44.033,-4.15,-4.31,-4.59,-4.73,-4.63,-4.85,-4.88,-4.87,rest
44.043,-2.88,-2.81,-3.16,-3.18,-3.23,-3.52,-3.28,-3.32,rest
44.053000000000004,-1.56,-1.34,-1.66,-1.71,-1.92,-2.0,-1.67,-1.89,rest
44.063,0.5,0.66,0.36,0.18,-0.1,-0.16,0.24,-0.08,rest
44.073,2.23,2.22,1.89,1.68,1.33,1.03,1.48,1.18,rest
44.083,0.51,0.34,0.03,-0.09,-0.54,-0.93,-0.76,-1.0,rest
44.093,-3.13,-3.34,-3.47,-3.47,-3.87,-4.1,-4.42,-4.53,rest
44.103,-5.2,-5.3,-5.16,-5.17,-5.21,-5.36,-5.88,-5.91,rest
44.113,-2.86,-2.72,-2.39,-2.38,-2.0,-2.1,-2.37,-2.37,rest
44.123999999999995,0.1,0.34,0.73,0.86,1.35,1.4,1.38,1.33,rest
44.13399999999999,0.49,0.5,0.82,1.02,1.34,1.61,1.54,1.3,rest
44.144,1.95,1.75,1.99,2.2,2.42,2.93,2.78,2.5,rest
44.153999999999996,5.55,5.34,5.58,5.77,6.01,6.59,6.53,6.45,rest
44.163999999999994,8.49,8.39,8.54,8.67,8.8,9.21,9.27,9.39,rest
44.174,6.82,6.8,6.78,6.85,6.84,6.87,7.02,7.17,rest
44.184,1.18,1.2,1.02,1.04,1.09,0.76,1.03,1.09,rest
44.193999999999996,-3.79,-3.74,-3.92,-4.03,-3.91,-4.29,-3.97,-3.91,rest
44.205,-6.71,-6.66,-6.7,-6.93,-6.9,-7.12,-7.0,-6.92,rest
44.215,-6.24,-6.24,-6.19,-6.39,-6.54,-6.6,-6.85,-6.78,rest
44.225,-3.86,-3.83,-3.77,-3.87,-4.09,-4.17,-4.54,-4.4,rest
44.235,-1.58,-1.51,-1.43,-1.49,-1.62,-1.75,-1.91,-1.66,rest
44.245,2.99,2.96,2.97,2.98,2.93,3.06,3.06,3.26,rest
44.255,5.92,5.85,5.72,5.85,5.91,6.29,6.28,6.39,rest
44.265,3.43,3.42,3.22,3.35,3.5,3.64,3.59,3.79,rest
44.275,-0.8,-0.76,-0.92,-0.9,-0.91,-1.18,-1.26,-0.9,rest
44.285,-4.67,-4.54,-4.69,-4.69,-5.0,-5.34,-5.37,-5.12,rest
44.295,-5.39,-5.24,-5.44,-5.47,-5.95,-6.08,-5.95,-6.09,rest
44.305,-1.87,-1.77,-1.98,-2.21,-2.63,-2.64,-2.29,-2.8,rest
44.315,2.28,2.32,2.22,1.85,1.65,1.5,1.92,1.37,rest
44.325,3.97,3.98,4.05,3.84,3.89,3.68,3.81,3.52,rest
44.336999999999996,1.13,1.12,1.34,1.51,1.7,1.66,1.49,1.41,rest
44.35,-0.74,-0.84,-0.59,-0.17,0.06,0.24,0.04,0.04,rest
44.361999999999995,2.21,2.05,2.25,2.62,2.76,3.11,3.0,2.99,rest
44.373999999999995,2.38,2.28,2.4,2.56,2.6,2.87,2.87,2.79,rest
44.387,-0.77,-0.84,-0.72,-0.65,-0.63,-0.52,-0.45,-0.57,rest
44.398999999999994,-1.15,-1.26,-1.12,-0.98,-0.9,-0.8,-0.79,-0.77,rest
44.409,0.47,0.36,0.46,0.55,0.76,0.86,0.68,0.94,rest
44.419,0.5,0.54,0.56,0.43,0.75,0.78,0.43,0.75,rest
44.43,-0.92,-0.69,-0.76,-1.15,-0.89,-0.96,-1.24,-1.18,rest
44.44,-0.03,0.21,0.05,-0.48,-0.35,-0.57,-0.56,-0.75,rest
44.45,1.53,1.61,1.41,0.99,1.0,0.79,1.06,0.94,rest
44.46,-0.06,-0.16,-0.33,-0.47,-0.44,-0.53,-0.25,-0.16,rest
44.47,-1.22,-1.43,-1.51,-1.36,-1.31,-1.33,-1.33,-1.15,rest
44.48,0.45,0.23,0.2,0.59,0.51,0.51,0.31,0.47,rest
44.49,1.22,1.18,1.13,1.63,1.4,1.52,1.52,1.59,rest
44.5,-0.83,-0.67,-0.71,-0.24,-0.53,-0.24,0.1,0.08,rest
44.51,-2.52,-2.37,-2.43,-2.18,-2.46,-2.25,-1.84,-1.96,rest
44.519,-1.74,-1.8,-1.88,-2.07,-2.24,-2.33,-2.16,-2.31,rest
44.53,-0.74,-0.89,-0.86,-1.34,-1.3,-1.54,-1.55,-1.52,rest
44.54,-1.04,-1.0,-0.83,-1.16,-0.95,-1.15,-1.09,-0.99,rest
44.55,-0.06,0.21,0.34,0.31,0.4,0.31,0.46,0.28,rest
44.56,2.2,2.49,2.46,2.51,2.38,2.35,2.54,2.12,rest
